,,,accuracy,sharpe,max_dd
5,10,top100,0.5120677525840143,1.867418638275676,-0.01758393959677418
5,10,trimmed100,0.5120677525840143,2.0026599737388224,-0.01776573333051268
5,10,common,0.5120677525840143,3.462632771242571,-0.01717538196558943
5,15,all,0.508328372747443,0.02235497992753343,-0.019892816839428562
5,15,top100,0.508328372747443,1.226529044847026,-0.016917807973174437
5,15,trimmed100,0.508328372747443,1.1603693659816467,-0.016951693584585703
5,15,common,0.508328372747443,2.8073152710740086,-0.017077846807268426
5,20,all,0.5089723469884734,-0.1480121826200951,-0.0206414134955768
5,20,top100,0.5089723469884734,0.9151766877730797,-0.020235859376006027
5,20,trimmed100,0.5089723469884734,0.8087447070833484,-0.02030492668694961
5,20,common,0.5089723469884734,2.77095691516811,-0.01887874467097339
5,25,all,0.5098868986417013,0.03663195658924016,-0.019638161956860745
5,25,top100,0.5098868986417013,0.6288260641828165,-0.02180372670240538
5,25,trimmed100,0.5098868986417013,0.5552099338780411,-0.02244016760917844
5,25,common,0.5098868986417013,2.4118456769921117,-0.020166615645167307
5,30,all,0.5094377401374534,-0.17749399558516457,-0.01738457185018616
5,30,top100,0.5094377401374534,0.35175761178360876,-0.019788502467241953
5,30,trimmed100,0.5094377401374534,-0.023825095023356203,-0.02100509465844802
5,30,common,0.5094377401374534,1.6139646464115052,-0.018514043326295915
6,5,all,0.5110936739001029,0.9743212677449216,-0.016336734321346746
6,5,top100,0.5110936739001029,1.6346442487641348,-0.01812477737750473
6,5,trimmed100,0.5110936739001029,1.6925460436139774,-0.017724880300179047
6,5,common,0.5110936739001029,2.5287662992464255,-0.019980240176111774
6,10,all,0.5136316900265165,1.2057560428708587,-0.018451683885595593
6,10,top100,0.5136316900265165,2.134339667137475,-0.02133961128061379
6,10,trimmed100,0.5136316900265165,1.9918248055794654,-0.0221076405624393
6,10,common,0.5136316900265165,3.6493910070117703,-0.016573551673714215
6,15,all,0.5102548839222901,0.24439670708513953,-0.018983858211272353
6,15,top100,0.5102548839222901,0.46188779391061696,-0.022586976662123504
6,15,trimmed100,0.5102548839222901,0.1960554621864572,-0.02464977638396526
6,15,common,0.5102548839222901,2.72337123416169,-0.016223566461210592
6,20,all,0.5102007684398506,0.10404853084339923,-0.018997081583536524
6,20,top100,0.5102007684398506,0.12123699271388992,-0.021816639811026217
6,20,trimmed100,0.5102007684398506,-0.0870237630545523,-0.02353343646192485
6,20,common,0.5102007684398506,1.6615215069180058,-0.018457290845107943
6,25,all,0.5080523837870015,-0.4353231248539213,-0.019334441357701793
6,25,top100,0.5080523837870015,-0.48542911338971206,-0.021637773559045947
6,25,trimmed100,0.5080523837870015,-0.7723368423734391,-0.023980595744342748
6,25,common,0.5080523837870015,1.3946550699683244,-0.01709800737440481
6,30,all,0.5083662535851508,-0.3340894957657267,-0.01788387970663141
6,30,top100,0.5083662535851508,-0.09514367260335899,-0.020267601344971076
6,30,trimmed100,0.5083662535851508,-0.2656705290336952,-0.021799464204591
6,30,common,0.5083662535851508,0.9646751788411354,-0.01695409319650154
7,5,all,0.5109042697115644,0.6920100890958762,-0.01750477051149113
7,5,top100,0.5109042697115644,0.4932188272339286,-0.019096301518618075
7,5,trimmed100,0.5109042697115644,0.4100639885064457,-0.018152712282029415
7,5,common,0.5109042697115644,1.2733327136702013,-0.02227182433769337
7,10,all,0.5109854429352237,0.44688091363632243,-0.020906418351803513
7,10,top100,0.5109854429352237,1.0375753183328147,-0.02296075755451088
7,10,trimmed100,0.5109854429352237,1.1292121139005717,-0.02328174986911058
7,10,common,0.5109854429352237,2.440945423739579,-0.023529118768210733
7,15,all,0.5087017695762758,0.03922075291706582,-0.01876994553416622
7,15,top100,0.5087017695762758,0.7995226062676757,-0.019131106162214695
7,15,trimmed100,0.5087017695762758,0.8103461013760991,-0.019511997650241697
7,15,common,0.5087017695762758,1.8247335816514403,-0.0198509303376726
7,20,all,0.5100330104442881,0.22856278184202763,-0.020700495581815304
7,20,top100,0.5100330104442881,0.8145920548937388,-0.01898462023390135
7,20,trimmed100,0.5100330104442881,0.639106954184829,-0.019760871648814904
7,20,common,0.5100330104442881,1.8111365075804304,-0.02201315070015608
7,25,all,0.5091184587910601,-0.04285142378069479,-0.020446496752248633
7,25,top100,0.5091184587910601,0.3866300613210942,-0.02037549264080185
7,25,trimmed100,0.5091184587910601,0.2801457604636867,-0.0196575606579108
7,25,common,0.5091184587910601,1.2918710302508107,-0.01988641399852109
7,30,all,0.5110882623518589,0.4995279417283947,-0.022654231735795505
7,30,top100,0.5110882623518589,0.7239711703492713,-0.022979413040929098
7,30,trimmed100,0.5110882623518589,0.732852488494764,-0.025408326339264042
7,30,common,0.5110882623518589,1.6790913615146812,-0.02108656788866259
8,5,all,0.5123707992856756,1.1735326515110478,-0.009969518128973509
8,5,top100,0.5123707992856756,1.814931931153415,-0.014739365378986347
8,5,trimmed100,0.5123707992856756,1.5198333935679371,-0.015458506754702617
8,5,common,0.5123707992856756,2.561183834765948,-0.01828461279089455
8,10,all,0.5145083608420369,1.372986001243075,-0.01226217098639637
8,10,top100,0.5145083608420369,1.921910998030458,-0.016501331214959558
8,10,trimmed100,0.5145083608420369,2.0919745336261055,-0.01672752592295479
8,10,common,0.5145083608420369,2.5512221113634017,-0.022131263344065455
8,15,all,0.5151090426971157,1.2177439778145602,-0.01593499703242096
8,15,top100,0.5151090426971157,1.8831895413329087,-0.019567259280279248
8,15,trimmed100,0.5151090426971157,2.0305884710220226,-0.020064838323171075
8,15,common,0.5151090426971157,2.6071145133429585,-0.020682833181238314
8,20,all,0.5161642946046864,1.3754022596253475,-0.015766332642370928
8,20,top100,0.5161642946046864,2.031860686337088,-0.01890257865268763
8,20,trimmed100,0.5161642946046864,2.104594132121358,-0.02015485904958192
8,20,common,0.5161642946046864,2.7074542373382333,-0.020497094722864206
8,25,all,0.5146598841928676,0.7293101399525083,-0.015348779801284573
8,25,top100,0.5146598841928676,1.5115603203482313,-0.018293933697204112
8,25,trimmed100,0.5146598841928676,1.6376146142640733,-0.019211232154711988
8,25,common,0.5146598841928676,2.192497774014851,-0.02070327379223791
8,30,all,0.5129336003030467,0.3385329086388179,-0.016393532762957963
8,30,top100,0.5129336003030467,0.5032685911880765,-0.02315151093044543
8,30,trimmed100,0.5129336003030467,0.34822000113918034,-0.025073278614425987
8,30,common,0.5129336003030467,2.2536158945902716,-0.02334116842716305
9,5,all,0.5115753016938146,0.7892370740953196,-0.01666573809531191
9,5,top100,0.5115753016938146,1.6624094874220177,-0.02281883893454717
9,5,trimmed100,0.5115753016938146,1.592011627692779,-0.02287852872642604
9,5,common,0.5115753016938146,2.4053022460855265,-0.023117457580313583
9,10,all,0.5140104984035933,1.3623069290235184,-0.0187053331989524
9,10,top100,0.5140104984035933,2.344471843513903,-0.021286295904706765
9,10,trimmed100,0.5140104984035933,2.204989415655652,-0.022359472490127708
9,10,common,0.5140104984035933,2.59199306045056,-0.02161061034844125
9,15,all,0.5118079982683046,0.46882117796160655,-0.018041020478200998
9,15,top100,0.5118079982683046,1.7527928536204962,-0.020251072479841592
9,15,trimmed100,0.5118079982683046,1.8874312675711618,-0.019534873810207132
9,15,common,0.5118079982683046,2.831210256879957,-0.01960282322239637
9,20,all,0.5107527463607338,0.31901003129459654,-0.01900974758366103
9,20,top100,0.5107527463607338,1.3441758834991544,-0.018838424357643158
9,20,trimmed100,0.5107527463607338,1.3605459503621986,-0.020474382129142987
9,20,common,0.5107527463607338,3.1658101268431604,-0.01883891548112948
9,25,all,0.5118296444612803,0.5081395988370294,-0.019434703547044685
9,25,top100,0.5118296444612803,1.6740882253433693,-0.020416273848933186
9,25,trimmed100,0.5118296444612803,1.7913706384927213,-0.021128320758516228
9,25,common,0.5118296444612803,2.6550716602056137,-0.022128999412149852
9,30,all,0.5099897180583365,-0.10667354756006053,-0.018131304904737022
9,30,top100,0.5099897180583365,1.3846839463876333,-0.018601419361803817
9,30,trimmed100,0.5099897180583365,1.44860300247608,-0.019126271823714958
9,30,common,0.5099897180583365,2.3219963740617637,-0.022376480130676724
