,,,accuracy,sharpe,max_dd
7,20,common,0.5100330104442881,1.709899809929026,-0.02201315070015608
7,25,all,0.5091184587910601,-0.04045616720281603,-0.020446496752248633
7,25,top100,0.5091184587910601,0.36501868611161437,-0.02037549264080185
7,25,trimmed100,0.5091184587910601,0.2644865147184427,-0.0196575606579108
7,25,common,0.5091184587910601,1.2196596003852451,-0.01988641399852109
7,30,all,0.5110882623518589,0.471605938614038,-0.022654231735795505
7,30,top100,0.5110882623518589,0.6835035136186933,-0.022979413040929098
7,30,trimmed100,0.5110882623518589,0.6918883946838899,-0.025408326339264042
7,30,common,0.5110882623518589,1.5852355622509153,-0.02108656788866259
8,5,all,0.5123707992856756,1.1079359558849458,-0.009969518128973509
8,5,top100,0.5123707992856756,1.713483081548191,-0.014739365378986347
8,5,trimmed100,0.5123707992856756,1.4348796017906973,-0.015458506754702617
8,5,common,0.5123707992856756,2.418021907200226,-0.01828461279089455
8,10,all,0.5145083608420369,1.2962405057458046,-0.01226217098639637
8,10,top100,0.5145083608420369,1.814482363133992,-0.016501331214959558
8,10,trimmed100,0.5145083608420369,1.9750398948130017,-0.01672752592295479
8,10,common,0.5145083608420369,2.4086170120521864,-0.022131263344065455
8,15,all,0.5151090426971157,1.1496760114393885,-0.01593499703242096
8,15,top100,0.5151090426971157,1.7779253111557474,-0.019567259280279248
8,15,trimmed100,0.5151090426971157,1.9170851154025652,-0.020064838323171075
8,15,common,0.5151090426971157,2.461385208773591,-0.020682833181238314
8,20,all,0.5161642946046864,1.2985217030665448,-0.015766332642370928
8,20,top100,0.5161642946046864,1.9182862179789388,-0.01890257865268763
8,20,trimmed100,0.5161642946046864,1.9869540983962755,-0.02015485904958192
8,20,common,0.5161642946046864,2.5561162653614016,-0.020497094722864206
8,25,all,0.5146598841928676,0.688544052016314,-0.015348779801284573
8,25,top100,0.5146598841928676,1.4270689667189091,-0.018293933697204112
8,25,trimmed100,0.5146598841928676,1.5460772315875713,-0.019211232154711988
8,25,common,0.5146598841928676,2.0699442098189382,-0.02070327379223791
8,30,all,0.5129336003030467,0.31961000935791073,-0.016393532762957963
8,30,top100,0.5129336003030467,0.47513749781642295,-0.02315151093044543
8,30,trimmed100,0.5129336003030467,0.32875562458669494,-0.025073278614425987
8,30,common,0.5129336003030467,2.127646024297155,-0.02334116842716305
9,5,all,0.5115753016938146,0.7451212635470533,-0.01666573809531191
9,5,top100,0.5115753016938146,1.569486151192766,-0.02281883893454717
9,5,trimmed100,0.5115753016938146,1.5030233050921995,-0.02287852872642604
9,5,common,0.5115753016938146,2.270853597279638,-0.023117457580313583
9,10,all,0.5140104984035933,1.286158359269263,-0.0187053331989524
9,10,top100,0.5140104984035933,2.2134234182954593,-0.021286295904706765
9,10,trimmed100,0.5140104984035933,2.0817376089238144,-0.022359472490127708
9,10,common,0.5140104984035933,2.4471089963962562,-0.02161061034844125
9,15,all,0.5118079982683046,0.44261558404462414,-0.018041020478200998
9,15,top100,0.5118079982683046,1.6548173783182072,-0.020251072479841592
9,15,trimmed100,0.5118079982683046,1.7819299385585978,-0.019534873810207132
9,15,common,0.5118079982683046,2.6729547219914127,-0.01960282322239637
9,20,all,0.5107527463607338,0.30117839797995427,-0.01900974758366103
9,20,top100,0.5107527463607338,1.2690407807951025,-0.018838424357643158
9,20,trimmed100,0.5107527463607338,1.2844958136435316,-0.020474382129142987
9,20,common,0.5107527463607338,2.988851536868549,-0.01883891548112948
9,25,all,0.5118296444612803,0.47973623182584035,-0.019434703547044685
9,25,top100,0.5118296444612803,1.580512085277993,-0.020416273848933186
9,25,trimmed100,0.5118296444612803,1.6912387892634397,-0.021128320758516228
9,25,common,0.5118296444612803,2.506661705582074,-0.022128999412149852
9,30,all,0.5099897180583365,-0.1007108398146528,-0.018131304904737022
9,30,top100,0.5099897180583365,1.3072845734323215,-0.018601419361803817
9,30,trimmed100,0.5099897180583365,1.3676307601493514,-0.019126271823714958
9,30,common,0.5099897180583365,2.1922042551990124,-0.022376480130676724
